Preamble,Status,w1,w2,w3,a1,a2,a3,Pressure,Temperature,GPS Fix,Latitude,Longitude,Elevation,Speed,Number of Satellites,UTC Time,UTC Date,Timestamp
JUPITER,0,-7.711783409118652,-13.977952003479004,23.3605899810791,-0.33587646484375,1.02508544921875,-1.2266845703125,92958.328125,31.1299991607666,1,-21.96391487121582,-47.485801696777344,665.0,0.503000020980835,8,204522,180224,651073
JUPITER,0,10.957345008850098,20.47639274597168,14.678339004516602,-0.08941650390625,1.02508544921875,-0.4169921875,92979.078125,31.350000381469727,1,-21.96391487121582,-47.485801696777344,665.0,0.503000020980835,8,204522,180224,651073
JUPITER,0,10.964974403381348,-45.55601501464844,4.783013820648193,-0.42218017578125,1.02508544921875,-0.5865478515625,93016.34375,31.770000457763672,1,-21.96391487121582,-47.485801696777344,665.0,0.503000020980835,8,204522,180224,651073
JUPITER,0,7.638558387756348,-74.50193786621094,-0.2981628179550171,-0.01861572265625,1.02508544921875,-0.90478515625,92997.78125,31.739999771118164,1,-21.96391487121582,-47.485801696777344,665.0,2.7850000858306885,8,204522,180224,651073
JUPITER,0,7.333382606506348,-74.56297302246094,-1.312872290611267,0.00506591796875,1.02508544921875,-0.864501953125,93287.109375,33.79999923706055,1,-21.96391487121582,-47.485801696777344,663.4000244140625,2.7850000858306885,8,204523,180224,651283
JUPITER,0,6.967171669006348,-186.42515563964844,-17.06757164001465,-0.08599853515625,1.02508544921875,-0.835205078125,92762.109375,31.790000915527344,1,-21.96391487121582,-47.485801696777344,663.4000244140625,2.7850000858306885,8,204523,180224,651283
JUPITER,0,7.333382606506348,-187.6382293701172,-16.71661949157715,0.00823974609375,1.02508544921875,-0.9150390625,92764.75,31.770000457763672,1,-21.96391487121582,-47.485801696777344,663.4000244140625,2.7850000858306885,8,204523,180224,651283
JUPITER,0,7.554635047912598,-187.46275329589844,-16.8768367767334,-0.04620361328125,1.02508544921875,-0.814453125,92759.1171875,31.770000457763672,1,-21.96391487121582,-47.485801696777344,663.4000244140625,2.7850000858306885,8,204523,180224,651283
JUPITER,0,7.241829872131348,-186.9363250732422,-16.7395076751709,-0.07684326171875,1.02508544921875,-0.8677978515625,92765.671875,31.790000915527344,1,-21.96391487121582,-47.485801696777344,663.4000244140625,2.7850000858306885,8,204523,180224,651283
JUPITER,0,7.470711708068848,-171.16636657714844,-15.679021835327148,-0.04315185546875,1.02508544921875,-0.867919921875,92705.734375,31.790000915527344,1,-21.96391487121582,-47.485801696777344,663.4000244140625,2.7850000858306885,8,204523,180224,651283
JUPITER,0,7.791146278381348,-63.18754577636719,-11.131902694702148,-0.02557373046875,1.02508544921875,-0.9639892578125,92821.03125,33.7599983215332,1,-21.96391487121582,-47.485801696777344,663.4000244140625,2.7850000858306885,8,204523,180224,651679
JUPITER,0,11.956795692443848,-56.30583190917969,-7.179876804351807,0.08526611328125,1.02508544921875,-0.973876953125,92149.71875,31.760000228881836,1,-21.96391487121582,-47.485801696777344,663.4000244140625,25.17799949645996,8,204523,180224,651679
JUPITER,0,11.445626258850098,-62.02787780761719,-7.988592624664307,0.03253173828125,1.02508544921875,-0.862060546875,92150.4296875,31.770000457763672,1,-21.96391487121582,-47.485801696777344,661.7000122070312,25.17799949645996,6,204524,180224,651679
